0	2.765	0
0.6199209371654986	2.765	0
0.6399183867514824	2.767	0
0.6599115788434091	2.77	0
0.6799242524436507	2.773	0
0.6999220245743463	2.776	0
0.7199174743531513	2.779	0
0.739894894271646	2.783	0
0.7598932791928151	2.786	0
0.7799219188092076	2.79	0
0.7998979834393529	2.793	0
0.819892788209891	2.797	0
0.8398874639825208	2.801	0
0.8598667552056295	2.805	0
0.9199004854807813	2.819	0
0.9399149983556949	2.823	0
0.9598528097321337	2.828	0
0.9798797710669384	2.833	0
0.9998724792991912	2.839	0
1.0198584143546905	2.844	0
1.0398740873362387	2.85	0
1.0598750849128031	2.856	0
1.0799075640893627	2.862	0
1.0998331183633436	2.869	0
1.1199005278032672	2.876	0
1.1398748499871263	2.883	0
1.1598146626108485	2.89	0
1.1799028115064685	2.898	0
1.1998856811487437	2.906	0
1.2198365548317565	2.915	0
1.2398418743309971	2.924	0
1.2598354631308843	2.934	0
1.2798367735029648	2.944	0
1.2998289818430542	2.956	0
1.319837207476125	2.969	0.001
1.3398336604071854	2.983	0.002
1.3598335903428502	2.997	0.005
1.379825134195089	3.012	0.01
1.3998282443813406	3.027	0.015
1.4198180045932356	3.041	0.022
1.439818228020807	3.056	0.029
1.459805343487728	3.07	0.038
1.4798074505048662	3.085	0.047
1.49980267135737	3.098	0.057
1.5198051880152945	3.112	0.067
1.5398128073262176	3.125	0.079
1.5598045898461348	3.138	0.091
1.5797987720989757	3.15	0.103
1.5997959668787058	3.162	0.117
1.619797857845913	3.174	0.13
1.639785576419782	3.185	0.144
1.6597837646166576	3.195	0.159
1.6797749279650416	3.206	0.174
1.6997873271973198	3.215	0.189
1.7197812191627442	3.224	0.205
1.7397870935268818	3.233	0.221
1.7597642102490911	3.241	0.238
1.7797710037336854	3.249	0.254
1.7997675598876413	3.256	0.271
1.8197643901999017	3.263	0.288
1.8397736705657983	3.27	0.306
1.8597535127289322	3.276	0.323
1.8797729950285749	3.281	0.341
1.8997623068675928	3.286	0.359
1.919765068719318	3.29	0.377
1.9397382182342957	3.295	0.395
1.9597595421338767	3.298	0.413
1.9797558112141875	3.301	0.431
1.9997449585983824	3.304	0.45
2.0197469689033283	3.306	0.468
2.0397503855142753	3.308	0.487
2.0597432872562003	3.309	0.505
2.0797481746724773	3.31	0.524
2.099718659956302	3.311	0.542
2.119713929204488	3.311	0.561
2.139724344765631	3.311	0.579
2.159739882472516	3.31	0.597
2.1797118094460313	3.309	0.616
2.1997052628113636	3.308	0.635
2.2197111757572996	3.306	0.653
2.2397201335531136	3.304	0.671
2.2597223728853355	3.301	0.69
2.2797077820229417	3.298	0.708
2.2997085569918148	3.295	0.726
2.3197161247025093	3.291	0.744
2.3397216024060636	3.287	0.762
2.3597157975162673	3.282	0.779
2.379689208136115	3.278	0.797
2.399678468521488	3.273	0.814
2.4196757890925005	3.267	0.832
2.439673109663513	3.262	0.849
2.4596620991747122	3.256	0.866
2.4796837486619943	3.249	0.883
2.4996811982479783	3.243	0.9
2.5196965295512683	3.236	0.916
2.5396707723038103	3.229	0.933
2.5596471248420603	3.221	0.949
2.5796718287441163	3.213	0.965
2.5996852183405963	3.205	0.981
2.6196794166899027	3.197	0.997
2.6396463153736365	3.189	1.012
2.6596346275629004	3.18	1.027
