0	0.14309	0.56192	0.68638
0.0061	0.1428	0.56178	0.68592
0.01221	0.14199	0.56134	0.68449
0.01831	0.14079	0.56048	0.68191
0.02441	0.13942	0.55909	0.67801
0.03052	0.13819	0.55712	0.67271
0.03662	0.13746	0.55467	0.6661
0.04272	0.13758	0.55202	0.65853
0.04883	0.13883	0.54961	0.65059
0.05493	0.14136	0.54798	0.64301
0.06104	0.14515	0.54767	0.63658
0.06714	0.15006	0.54916	0.63202
0.07324	0.15585	0.55277	0.62987
0.07935	0.16228	0.55865	0.63049
0.08545	0.16911	0.56681	0.63401
0.09155	0.17614	0.57712	0.64038
0.09766	0.1832	0.58936	0.64939
0.10376	0.19018	0.60321	0.66071
0.10986	0.19699	0.61832	0.67394
0.11597	0.20355	0.63429	0.68859
0.12207	0.20978	0.65068	0.70414
0.12817	0.21562	0.66704	0.72006
0.13428	0.22097	0.68289	0.73577
0.14038	0.22577	0.69778	0.75074
0.14648	0.22994	0.71126	0.76446
0.15259	0.23343	0.72297	0.77649
0.15869	0.2362	0.73261	0.78647
0.16479	0.23824	0.73999	0.7942
0.1709	0.23956	0.74508	0.79957
0.177	0.24022	0.74794	0.80266
0.1831	0.24032	0.74879	0.80368
0.18921	0.23996	0.74795	0.80294
0.19531	0.23928	0.74577	0.80083
0.20142	0.23837	0.74262	0.79771
0.20752	0.23736	0.73887	0.79397
0.21362	0.23631	0.73475	0.78986
0.21973	0.23528	0.73047	0.78559
0.22583	0.23428	0.72612	0.78126
0.23193	0.23332	0.72177	0.77692
0.23804	0.2324	0.71744	0.77262
0.24414	0.2315	0.71316	0.76835
0.25024	0.23063	0.70895	0.76417
0.25635	0.2298	0.70488	0.76012
0.26245	0.22902	0.70101	0.75628
0.26855	0.22829	0.69742	0.75274
0.27466	0.22764	0.69414	0.74953
0.28076	0.22705	0.69122	0.74669
0.28686	0.22653	0.68865	0.74421
0.29297	0.22606	0.68638	0.74206
0.29907	0.22559	0.68434	0.74014
0.30518	0.22512	0.68247	0.73839
0.31128	0.22462	0.68069	0.73673
0.31738	0.22406	0.67897	0.73514
0.32349	0.22346	0.67732	0.73361
0.32959	0.22282	0.67578	0.73219
0.33569	0.22217	0.67443	0.73097
0.3418	0.22155	0.67336	0.73005
0.3479	0.22098	0.67268	0.72954
0.354	0.2205	0.67245	0.72953
0.36011	0.22012	0.67274	0.73007
0.36621	0.21986	0.67356	0.73118
0.37231	0.21971	0.67486	0.73282
0.37842	0.21965	0.67658	0.73491
0.38452	0.21965	0.67862	0.73734
0.39062	0.21968	0.68086	0.73999
0.39673	0.21971	0.68316	0.74271
0.40283	0.21971	0.68539	0.74536
0.40894	0.21965	0.68745	0.74782
0.41504	0.21951	0.68926	0.75001
0.42114	0.21927	0.69076	0.75185
0.42725	0.21895	0.6919	0.75331
0.43335	0.21854	0.69269	0.75437
0.43945	0.21805	0.69311	0.75505
0.44556	0.21748	0.6932	0.75537
0.45166	0.21686	0.693	0.75535
0.45776	0.21619	0.69253	0.75504
0.46387	0.2155	0.69186	0.75452
0.46997	0.2148	0.69107	0.75386
0.47607	0.21411	0.69023	0.75314
0.48218	0.21346	0.68942	0.75244
0.48828	0.21287	0.68871	0.75184
0.49439	0.21234	0.68814	0.7514
0.50049	0.21189	0.68775	0.75114
0.50659	0.21152	0.68753	0.75108
0.5127	0.2112	0.68748	0.75117
0.5188	0.21094	0.68753	0.75138
0.5249	0.21072	0.68764	0.75163
0.53101	0.21051	0.68774	0.75187
0.53711	0.21029	0.68776	0.75202
0.54321	0.21006	0.68766	0.75201
0.54932	0.2098	0.68738	0.75181
0.55542	0.2095	0.68691	0.75139
0.56152	0.20916	0.68623	0.75074
0.56763	0.20878	0.68536	0.74987
0.57373	0.20837	0.68432	0.7488
0.57983	0.20792	0.68311	0.74755
0.58594	0.20746	0.68177	0.74615
0.59204	0.20698	0.68033	0.74463
0.59815	0.20648	0.67881	0.74303
0.60425	0.20598	0.67726	0.74136
0.61035	0.20547	0.67569	0.7397
0.61645	0.20498	0.67418	0.73809
0.62256	0.20452	0.67276	0.73657
0.62866	0.2041	0.6715	0.73523
0.63477	0.20373	0.67045	0.73411
0.64087	0.20342	0.66963	0.73325
0.64697	0.20317	0.66905	0.73264
0.65308	0.20298	0.66869	0.73228
0.65918	0.20282	0.6685	0.7321
0.66528	0.20268	0.6684	0.73202
0.67139	0.20254	0.66832	0.73196
0.67749	0.20235	0.66815	0.73181
0.68359	0.20212	0.66783	0.73149
0.6897	0.20181	0.6673	0.73094
0.6958	0.20142	0.66656	0.73015
0.7019	0.20097	0.66559	0.72913
0.70801	0.20046	0.66447	0.72793
0.71411	0.19992	0.66323	0.72661
0.72022	0.19935	0.66196	0.72526
0.72632	0.19879	0.66071	0.72392
0.73242	0.19824	0.65953	0.72266
0.73852	0.19771	0.65846	0.72152
0.74463	0.19721	0.65751	0.72052
0.75073	0.19674	0.6567	0.71966
0.75684	0.1963	0.65602	0.71895
0.76294	0.19588	0.65545	0.71837
0.76904	0.19549	0.655	0.71791
0.77515	0.19511	0.65466	0.71757
0.78125	0.19474	0.65441	0.71734
0.78735	0.19439	0.65425	0.71721
0.79346	0.19404	0.65418	0.71717
0.79956	0.19371	0.65418	0.71721
0.80566	0.19338	0.65425	0.71732
0.81177	0.19305	0.65437	0.71749
0.81787	0.19273	0.65454	0.71772
0.82398	0.1924	0.65475	0.71799
0.83008	0.19209	0.65502	0.71833
0.83618	0.19177	0.65533	0.71871
0.84228	0.19147	0.65568	0.71914
0.84839	0.19117	0.65608	0.71961
0.85449	0.19087	0.6565	0.72012
0.8606	0.19057	0.65693	0.72063
0.8667	0.19027	0.65734	0.72112
0.8728	0.18995	0.6577	0.72156
0.87891	0.1896	0.65796	0.72189
